"Step","Reacher-Baseline_1757856680 - ep_info/Target3","Reacher-Baseline_1757856680 - ep_info/Target3__MIN","Reacher-Baseline_1757856680 - ep_info/Target3__MAX"
"1024","310.73223319168756","310.73223319168756","310.73223319168756"
"2048","331.3482304517529","331.3482304517529","331.3482304517529"
"3072","283.1691131083062","283.1691131083062","283.1691131083062"
"4096","283.43800122092944","283.43800122092944","283.43800122092944"
"5120","276.4352181380382","276.4352181380382","276.4352181380382"
"6144","310.4536980439443","310.4536980439443","310.4536980439443"
"7168","298.0892910377661","298.0892910377661","298.0892910377661"
"8192","251.8184345914051","251.8184345914051","251.8184345914051"
"9216","291.52606512146303","291.52606512146303","291.52606512146303"
"10240","255.44755870098015","255.44755870098015","255.44755870098015"
"11264","356.31005334161455","356.31005334161455","356.31005334161455"
"12288","320.88179396752093","320.88179396752093","320.88179396752093"
"13312","344.5988296386786","344.5988296386786","344.5988296386786"
"14336","275.51033010630636","275.51033010630636","275.51033010630636"
"15360","317.63549447228434","317.63549447228434","317.63549447228434"
"16384","322.7599182150152","322.7599182150152","322.7599182150152"
"17408","327.917697440309","327.917697440309","327.917697440309"
"18432","326.30386850691866","326.30386850691866","326.30386850691866"
"19456","291.90147132170387","291.90147132170387","291.90147132170387"
"20480","285.1221260491875","285.1221260491875","285.1221260491875"
"21504","271.7315545787569","271.7315545787569","271.7315545787569"
"22528","325.47458894044394","325.47458894044394","325.47458894044394"
"23552","297.19508256891277","297.19508256891277","297.19508256891277"
"24576","301.1487340472522","301.1487340472522","301.1487340472522"
"25600","331.9637783559738","331.9637783559738","331.9637783559738"
"26624","312.67385453230236","312.67385453230236","312.67385453230236"
"27648","269.98974226403516","269.98974226403516","269.98974226403516"
"28672","297.3269694290648","297.3269694290648","297.3269694290648"
"29696","282.6786181421485","282.6786181421485","282.6786181421485"
"30720","274.89829768508207","274.89829768508207","274.89829768508207"
"31744","297.47820023719396","297.47820023719396","297.47820023719396"
"32768","288.15117915766314","288.15117915766314","288.15117915766314"
"33792","321.64831648758263","321.64831648758263","321.64831648758263"
"34816","295.26125774090906","295.26125774090906","295.26125774090906"
"35840","284.3688551345258","284.3688551345258","284.3688551345258"
"36864","289.2187341453973","289.2187341453973","289.2187341453973"
"37888","310.8488214252284","310.8488214252284","310.8488214252284"
"38912","284.7050286877202","284.7050286877202","284.7050286877202"
"39936","286.4379189609317","286.4379189609317","286.4379189609317"
"40960","264.13294075112935","264.13294075112935","264.13294075112935"
"41984","277.53049657677184","277.53049657677184","277.53049657677184"
"43008","254.49629794366774","254.49629794366774","254.49629794366774"
"44032","282.594211233838","282.594211233838","282.594211233838"
"45056","290.76978404735564","290.76978404735564","290.76978404735564"
"46080","301.253893365385","301.253893365385","301.253893365385"
"47104","331.67869470710866","331.67869470710866","331.67869470710866"
"48128","262.0405325588072","262.0405325588072","262.0405325588072"
"49152","310.3957046153955","310.3957046153955","310.3957046153955"
"50176","298.85753853683127","298.85753853683127","298.85753853683127"
"51200","287.4366812822409","287.4366812822409","287.4366812822409"
"52224","277.24166065169993","277.24166065169993","277.24166065169993"
"53248","290.0484591124987","290.0484591124987","290.0484591124987"
"54272","344.25185153848724","344.25185153848724","344.25185153848724"
"55296","296.5993083147914","296.5993083147914","296.5993083147914"
"56320","308.27426745864796","308.27426745864796","308.27426745864796"
"57344","313.8152571344108","313.8152571344108","313.8152571344108"
"58368","341.13107404194307","341.13107404194307","341.13107404194307"
"59392","317.28066477591346","317.28066477591346","317.28066477591346"
"60416","282.9486527570989","282.9486527570989","282.9486527570989"
"61440","334.3716826872842","334.3716826872842","334.3716826872842"
"62464","317.39064159744885","317.39064159744885","317.39064159744885"
"63488","281.8836263164412","281.8836263164412","281.8836263164412"
"64512","309.0804516908247","309.0804516908247","309.0804516908247"
"65536","282.28673976457503","282.28673976457503","282.28673976457503"
"66560","299.2063562707481","299.2063562707481","299.2063562707481"
"67584","258.1469785684749","258.1469785684749","258.1469785684749"
"68608","303.7133384789522","303.7133384789522","303.7133384789522"
"69632","297.55201679305173","297.55201679305173","297.55201679305173"
"70656","315.5396038433246","315.5396038433246","315.5396038433246"
"71680","267.0621427538281","267.0621427538281","267.0621427538281"
"72704","331.4448881709832","331.4448881709832","331.4448881709832"
"73728","293.35773075325415","293.35773075325415","293.35773075325415"
"74752","293.0795028041757","293.0795028041757","293.0795028041757"
"75776","302.2617315517855","302.2617315517855","302.2617315517855"
"76800","301.51572290144395","301.51572290144395","301.51572290144395"
"77824","330.41894196742214","330.41894196742214","330.41894196742214"
"78848","264.74367536764476","264.74367536764476","264.74367536764476"
"79872","294.96063308021985","294.96063308021985","294.96063308021985"
"80896","311.7960211086902","311.7960211086902","311.7960211086902"
"81920","272.92139590729494","272.92139590729494","272.92139590729494"
"82944","274.90567081572954","274.90567081572954","274.90567081572954"
"83968","300.8679749406874","300.8679749406874","300.8679749406874"
"84992","285.1480682209949","285.1480682209949","285.1480682209949"
"86016","206.91215064871358","206.91215064871358","206.91215064871358"
"87040","300.79769481765106","300.79769481765106","300.79769481765106"
"88064","301.27677955210675","301.27677955210675","301.27677955210675"
"89088","310.783319949187","310.783319949187","310.783319949187"
"90112","302.1427399744862","302.1427399744862","302.1427399744862"
"91136","279.54932537577406","279.54932537577406","279.54932537577406"
"92160","280.1118503061225","280.1118503061225","280.1118503061225"
"93184","308.1061869683035","308.1061869683035","308.1061869683035"
"94208","253.27038155437913","253.27038155437913","253.27038155437913"
"95232","325.7060331988614","325.7060331988614","325.7060331988614"
"96256","334.47038997733034","334.47038997733034","334.47038997733034"
"97280","309.1618213499896","309.1618213499896","309.1618213499896"
"98304","284.67625856387167","284.67625856387167","284.67625856387167"
"99328","284.6987832125742","284.6987832125742","284.6987832125742"
"100352","338.82452287722845","338.82452287722845","338.82452287722845"
"101376","325.4956921925768","325.4956921925768","325.4956921925768"
"102400","246.74007686669938","246.74007686669938","246.74007686669938"
"103424","316.91351839355775","316.91351839355775","316.91351839355775"
"104448","345.9768870519474","345.9768870519474","345.9768870519474"
"105472","287.10994262539316","287.10994262539316","287.10994262539316"
"106496","293.67511817418017","293.67511817418017","293.67511817418017"
"107520","301.3502429432119","301.3502429432119","301.3502429432119"
"108544","254.3313438964542","254.3313438964542","254.3313438964542"
"109568","313.0592155355116","313.0592155355116","313.0592155355116"
"110592","296.97246600536164","296.97246600536164","296.97246600536164"
"111616","254.63495965815673","254.63495965815673","254.63495965815673"
"112640","279.80124959908426","279.80124959908426","279.80124959908426"
"113664","339.50513068423606","339.50513068423606","339.50513068423606"
"114688","315.4118843546603","315.4118843546603","315.4118843546603"
"115712","308.53997948014876","308.53997948014876","308.53997948014876"
"116736","285.7312654327834","285.7312654327834","285.7312654327834"
"117760","336.7351915099425","336.7351915099425","336.7351915099425"
"118784","267.7004894721322","267.7004894721322","267.7004894721322"
"119808","282.44259258010425","282.44259258010425","282.44259258010425"
"120832","304.890026254463","304.890026254463","304.890026254463"
"121856","300.8118289883714","300.8118289883714","300.8118289883714"
"122880","324.50509716250235","324.50509716250235","324.50509716250235"
"123904","265.5861236426281","265.5861236426281","265.5861236426281"
"124928","340.5679349350976","340.5679349350976","340.5679349350976"
"125952","338.1872734556764","338.1872734556764","338.1872734556764"
"126976","269.6962760249153","269.6962760249153","269.6962760249153"
"128000","316.6711190183414","316.6711190183414","316.6711190183414"
"129024","361.81497312511783","361.81497312511783","361.81497312511783"
"130048","276.2465314527799","276.2465314527799","276.2465314527799"
"131072","323.05180891929194","323.05180891929194","323.05180891929194"
"132096","262.71772343025077","262.71772343025077","262.71772343025077"
"133120","300.7098510544747","300.7098510544747","300.7098510544747"
"134144","276.54208591475617","276.54208591475617","276.54208591475617"
"135168","287.60562105308054","287.60562105308054","287.60562105308054"
"136192","294.3872977582505","294.3872977582505","294.3872977582505"
"137216","272.58101882753544","272.58101882753544","272.58101882753544"
"138240","293.5794164608087","293.5794164608087","293.5794164608087"
"139264","298.2915448855056","298.2915448855056","298.2915448855056"
"140288","243.63107634015614","243.63107634015614","243.63107634015614"
"141312","301.0294237565831","301.0294237565831","301.0294237565831"
"142336","254.2056810053764","254.2056810053764","254.2056810053764"
"143360","311.920044869883","311.920044869883","311.920044869883"
"144384","255.8017546745832","255.8017546745832","255.8017546745832"
"145408","278.5615516604739","278.5615516604739","278.5615516604739"
"146432","323.7376838584314","323.7376838584314","323.7376838584314"
"147456","295.4156474294141","295.4156474294141","295.4156474294141"
"148480","280.32917527260724","280.32917527260724","280.32917527260724"
"149504","300.94618065922987","300.94618065922987","300.94618065922987"
"150528","302.30017614255485","302.30017614255485","302.30017614255485"
"151552","281.0309024077869","281.0309024077869","281.0309024077869"
"152576","247.20134436548688","247.20134436548688","247.20134436548688"
"153600","336.994189475663","336.994189475663","336.994189475663"
"154624","318.1318919004407","318.1318919004407","318.1318919004407"
"155648","350.9977213386446","350.9977213386446","350.9977213386446"
"156672","300.33452357456554","300.33452357456554","300.33452357456554"
"157696","294.86068600346334","294.86068600346334","294.86068600346334"
"158720","319.00429413731035","319.00429413731035","319.00429413731035"
"159744","261.3450461362307","261.3450461362307","261.3450461362307"
"160768","300.37514792961883","300.37514792961883","300.37514792961883"
"161792","268.1473670688865","268.1473670688865","268.1473670688865"
"162816","263.3550825372222","263.3550825372222","263.3550825372222"
"163840","284.9001590285625","284.9001590285625","284.9001590285625"
"164864","298.17775860097026","298.17775860097026","298.17775860097026"
"165888","243.00266220711637","243.00266220711637","243.00266220711637"
"166912","229.7957509464468","229.7957509464468","229.7957509464468"
"167936","310.817609473248","310.817609473248","310.817609473248"
"168960","295.7581461884547","295.7581461884547","295.7581461884547"
"169984","310.51946485743974","310.51946485743974","310.51946485743974"
"171008","271.9493900469388","271.9493900469388","271.9493900469388"
"172032","280.84942991129356","280.84942991129356","280.84942991129356"
"173056","343.5444684663571","343.5444684663571","343.5444684663571"
"174080","298.55341630555085","298.55341630555085","298.55341630555085"
"175104","300.08360461273696","300.08360461273696","300.08360461273696"
"176128","282.2824264613446","282.2824264613446","282.2824264613446"
"177152","294.66473586153006","294.66473586153006","294.66473586153006"
"178176","330.6453024072107","330.6453024072107","330.6453024072107"
"179200","327.7574360971339","327.7574360971339","327.7574360971339"
"180224","231.4648434384726","231.4648434384726","231.4648434384726"
"181248","275.94931231372175","275.94931231372175","275.94931231372175"
"182272","306.01579687045887","306.01579687045887","306.01579687045887"
"183296","281.84588621903094","281.84588621903094","281.84588621903094"
"184320","290.30412537418306","290.30412537418306","290.30412537418306"
"185344","320.25477564689936","320.25477564689936","320.25477564689936"
"186368","293.334956780076","293.334956780076","293.334956780076"
"187392","286.43379304767586","286.43379304767586","286.43379304767586"
"188416","311.4341348570888","311.4341348570888","311.4341348570888"
"189440","315.53926526976284","315.53926526976284","315.53926526976284"
"190464","346.8699913046439","346.8699913046439","346.8699913046439"
"191488","283.3564262766158","283.3564262766158","283.3564262766158"
"192512","290.76557553358725","290.76557553358725","290.76557553358725"
"193536","327.40141326980665","327.40141326980665","327.40141326980665"
"194560","317.3806848288514","317.3806848288514","317.3806848288514"
"195584","284.4859499281447","284.4859499281447","284.4859499281447"
"196608","269.47084320767317","269.47084320767317","269.47084320767317"
"197632","300.2148589591525","300.2148589591525","300.2148589591525"
"198656","267.57966019259766","267.57966019259766","267.57966019259766"
"199680","276.31048613693565","276.31048613693565","276.31048613693565"
"200704","326.6775524567347","326.6775524567347","326.6775524567347"
"201728","302.1118945752969","302.1118945752969","302.1118945752969"
"202752","287.41049929126166","287.41049929126166","287.41049929126166"
"203776","290.2970362851629","290.2970362851629","290.2970362851629"
"204800","308.0584252406843","308.0584252406843","308.0584252406843"
"205824","259.503472181852","259.503472181852","259.503472181852"
"206848","288.1715049898485","288.1715049898485","288.1715049898485"
"207872","257.0665468908701","257.0665468908701","257.0665468908701"
"208896","332.4390201930073","332.4390201930073","332.4390201930073"
"209920","286.22393920161994","286.22393920161994","286.22393920161994"
"210944","301.514246907318","301.514246907318","301.514246907318"
"211968","311.43407978641335","311.43407978641335","311.43407978641335"
"212992","312.16779446687724","312.16779446687724","312.16779446687724"
"214016","299.2927293406683","299.2927293406683","299.2927293406683"
"215040","296.4993186299689","296.4993186299689","296.4993186299689"
"216064","326.98295549157774","326.98295549157774","326.98295549157774"
"217088","279.92331039276905","279.92331039276905","279.92331039276905"
"218112","267.8492438378744","267.8492438378744","267.8492438378744"
"219136","318.6327849593945","318.6327849593945","318.6327849593945"
"220160","315.6050607190118","315.6050607190118","315.6050607190118"
"221184","292.9007061077282","292.9007061077282","292.9007061077282"
"222208","273.6133609462995","273.6133609462995","273.6133609462995"
"223232","286.04278880386846","286.04278880386846","286.04278880386846"
"224256","282.3852573738477","282.3852573738477","282.3852573738477"
"225280","303.4097054178128","303.4097054178128","303.4097054178128"
"226304","284.8669777416944","284.8669777416944","284.8669777416944"
"227328","332.97166669514263","332.97166669514263","332.97166669514263"
"228352","282.54730982574983","282.54730982574983","282.54730982574983"
"229376","310.76159326487686","310.76159326487686","310.76159326487686"
"230400","307.88592357642483","307.88592357642483","307.88592357642483"
"231424","342.07479581201915","342.07479581201915","342.07479581201915"
"232448","306.58948189683724","306.58948189683724","306.58948189683724"
"233472","314.7500915853452","314.7500915853452","314.7500915853452"
"234496","300.1132159898989","300.1132159898989","300.1132159898989"
"235520","296.0690461889608","296.0690461889608","296.0690461889608"
"236544","325.25271600170527","325.25271600170527","325.25271600170527"
"237568","272.18836487663793","272.18836487663793","272.18836487663793"
"238592","277.86724962852895","277.86724962852895","277.86724962852895"
"239616","311.0405566924892","311.0405566924892","311.0405566924892"
"240640","291.64321503188694","291.64321503188694","291.64321503188694"
"241664","263.37653303379193","263.37653303379193","263.37653303379193"
"242688","319.88166582997655","319.88166582997655","319.88166582997655"
"243712","314.4854145994759","314.4854145994759","314.4854145994759"
"244736","284.2478789755842","284.2478789755842","284.2478789755842"
"245760","317.46492300124373","317.46492300124373","317.46492300124373"
"246784","297.97783259418793","297.97783259418793","297.97783259418793"
"247808","307.7185556680779","307.7185556680779","307.7185556680779"
"248832","297.0341565711424","297.0341565711424","297.0341565711424"
