"Step","env: TAXI - ep_info/Energy","env: TAXI - ep_info/Energy__MIN","env: TAXI - ep_info/Energy__MAX"
"1321","-12.8","-17","-10"
"1322","-12.4","-15","-10"
"1323","-13.8","-16","-12"
"1324","-13","-16","-11"
"1325","-12.4","-14","-10"
"1326","-13.4","-16","-11"
"1327","-14.8","-17","-14"
"1328","-12.6","-16","-8"
"1329","-11","-14","-7"
"1330","-13.8","-18","-9"
"1331","-10.4","-14","-6"
"1332","-13.2","-19","-9"
"1333","-13.8","-18","-7"
"1334","-13","-19","-9"
"1335","-14.6","-16","-12"
"1336","-12.8","-14","-12"
"1337","-11.6","-17","-8"
"1338","-12.4","-19","-7"
"1339","-13.2","-17","-8"
"1340","-10.6","-15","-8"
"1341","-13.4","-17","-10"
"1342","-11.2","-16","-9"
"1343","-16.4","-17","-16"
"1344","-13.8","-17","-9"
"1345","-12.4","-17","-10"
"1346","-9.4","-11","-8"
"1347","-12.2","-19","-9"
"1348","-14.2","-16","-13"
"1349","-12.4","-14","-11"
"1350","-13.8","-18","-11"
"1351","-12.2","-17","-10"
"1352","-15.4","-17","-14"
"1353","-13.6","-17","-11"
"1354","-11.2","-16","-8"
"1355","-10.6","-16","-6"
"1356","-13.8","-18","-11"
"1357","-13","-17","-8"
"1358","-13.6","-18","-9"
"1359","-12.8","-18","-6"
"1360","-11.6","-14","-6"
"1361","-11.2","-15","-7"
"1362","-13","-17","-11"
"1363","-12.2","-15","-9"
"1364","-10.4","-12","-8"
"1365","-12.8","-17","-9"
"1366","-12.6","-15","-11"
"1367","-9.8","-16","-7"
"1368","-12.2","-18","-8"
"1369","-12.2","-17","-8"
"1370","-12.8","-17","-10"
"1371","-13.2","-15","-11"
"1372","-11.2","-15","-9"
"1373","-10.6","-14","-6"
"1374","-14.6","-17","-12"
"1375","-10.2","-13","-6"
"1376","-15.4","-18","-13"
"1377","-12.8","-15","-11"
"1378","-10.6","-13","-8"
"1379","-13.6","-19","-11"
"1380","-13.6","-16","-10"
"1381","-12.4","-17","-10"
"1382","-13.2","-18","-10"
"1383","-12.2","-17","-8"
"1384","-10.6","-15","-7"
"1385","-12.6","-15","-6"
"1386","-14.6","-17","-12"
"1387","-11.4","-18","-8"
"1388","-12.4","-16","-8"
"1389","-13.6","-17","-11"
"1390","-12.4","-16","-9"
"1391","-13.4","-21","-9"
"1392","-12.4","-16","-5"
"1393","-12.4","-19","-7"
"1394","-11.8","-17","-5"
"1395","-10","-14","-7"
"1396","-13.6","-16","-11"
"1397","-12.6","-19","-10"
"1398","-10.4","-17","-6"
"1399","-13","-16","-9"
"1400","-13.2","-14","-12"
"1401","-11.4","-13","-9"
"1402","-12.2","-15","-9"
"1403","-12","-15","-9"
"1404","-13.4","-18","-10"
"1405","-12.4","-17","-9"
"1406","-13.4","-16","-10"
"1407","-12.4","-15","-9"
"1408","-14.2","-21","-10"
"1409","-10.8","-17","-6"
"1410","-11","-17","-6"
"1411","-15.4","-17","-13"
"1412","-12.8","-15","-9"
"1413","-13.4","-16","-11"
"1414","-13.4","-17","-10"
"1415","-13.8","-17","-12"
"1416","-13.8","-17","-11"
"1417","-13.6","-16","-11"
"1418","-11","-13","-10"
"1419","-12.6","-15","-11"
"1420","-12.4","-15","-10"
"1421","-12.4","-15","-8"
"1422","-12.2","-18","-8"
"1423","-12.4","-16","-9"
"1424","-14.4","-17","-11"
"1425","-13.4","-15","-13"
"1426","-13.2","-16","-9"
"1427","-13.2","-18","-10"
"1428","-14.6","-17","-12"
"1429","-11.6","-14","-10"
"1430","-10.2","-13","-6"
"1431","-15","-20","-8"
"1432","-13","-20","-9"
"1433","-10.6","-13","-7"
"1434","-12.2","-13","-10"
"1435","-15","-17","-11"
"1436","-11.2","-15","-9"
"1437","-13","-16","-10"
"1438","-9.6","-15","-5"
"1439","-13.2","-16","-12"
"1440","-13.8","-16","-12"
"1441","-11.4","-14","-8"
"1442","-13","-15","-10"
"1443","-11.4","-14","-9"
"1444","-12.2","-17","-6"
"1445","-13","-16","-9"
"1446","-12.4","-15","-11"
"1447","-12.2","-18","-10"
"1448","-13.6","-16","-11"
"1449","-13.4","-17","-11"
"1450","-11.6","-17","-5"
"1451","-13.2","-17","-9"
"1452","-12.6","-13","-11"
"1453","-12","-16","-9"
"1454","-13.8","-19","-9"
"1455","-13.6","-18","-10"
"1456","-12.2","-19","-7"
"1457","-12.6","-14","-11"
"1458","-13.2","-16","-8"
"1459","-8.8","-13","-6"
"1460","-13.8","-19","-9"
"1461","-11.4","-15","-8"
"1462","-14","-16","-12"
"1463","-12.2","-13","-11"
"1464","-11.8","-15","-8"
"1465","-11.6","-13","-8"
"1466","-13.2","-16","-11"
"1467","-14.6","-16","-13"
"1468","-13.6","-17","-9"
"1469","-13","-17","-9"
"1470","-12.2","-13","-11"
"1471","-13","-18","-9"
"1472","-14.8","-17","-12"
"1473","-12.2","-17","-9"
"1474","-14.8","-16","-12"
"1475","-13.6","-17","-9"
"1476","-12.6","-15","-10"
"1477","-10.4","-13","-6"
"1478","-12.8","-17","-10"
"1479","-12","-16","-7"
"1480","-13.6","-18","-12"
"1481","-13.8","-17","-11"
"1482","-10","-13","-6"
"1483","-12.8","-17","-7"
"1484","-11.8","-15","-8"
"1485","-12.8","-16","-8"
"1486","-13","-16","-10"
"1487","-11.2","-15","-6"
"1488","-13.4","-16","-12"
"1489","-13.2","-16","-12"
"1490","-11","-13","-10"
"1491","-13.2","-17","-9"
"1492","-12.4","-16","-10"
"1493","-14","-17","-7"
"1494","-12.6","-17","-7"
"1495","-11.2","-14","-10"
"1496","-14.4","-19","-7"
"1497","-12","-16","-7"
"1498","-14.2","-18","-11"
"1499","-11","-14","-9"
"1500","-12","-14","-10"
"1501","-14.6","-18","-10"
"1502","-14.2","-18","-10"
"1503","-15.8","-18","-11"
"1504","-12.2","-17","-10"
"1505","-14.8","-19","-11"
"1506","-11.2","-14","-8"
"1507","-12.8","-16","-9"
"1508","-11.8","-16","-8"
"1509","-12.4","-15","-11"
"1510","-10.8","-14","-8"
"1511","-13.2","-18","-10"
"1512","-13.4","-15","-11"
"1513","-11.4","-14","-10"
"1514","-14.2","-17","-12"
"1515","-13","-20","-9"
"1516","-13","-20","-8"
"1517","-11.2","-14","-8"
"1518","-10.6","-13","-10"
"1519","-10.6","-15","-8"
"1520","-11.2","-14","-8"
"1521","-11.8","-15","-9"
"1522","-14","-17","-6"
"1523","-10.2","-11","-9"
"1524","-10.4","-15","-8"
"1525","-13.8","-19","-11"
"1526","-12.2","-14","-9"
"1527","-13.2","-18","-11"
"1528","-12.4","-16","-7"
"1529","-11","-14","-9"
"1530","-10.4","-18","-5"
"1531","-13.6","-16","-10"
"1532","-12.6","-15","-11"
"1533","-12.2","-15","-8"
"1534","-12.8","-16","-8"
"1535","-12.2","-18","-6"
"1536","-14.8","-18","-13"
"1537","-13.6","-17","-11"
"1538","-12.8","-15","-10"
"1539","-14.6","-20","-9"
"1540","-12.8","-17","-9"
"1541","-12","-14","-10"
"1542","-11.4","-14","-10"
"1543","-12.6","-15","-8"
"1544","-11","-14","-5"
"1545","-14.6","-19","-11"
"1546","-14","-16","-11"
"1547","-13","-15","-10"
"1548","-13.4","-17","-5"
"1549","-12.4","-16","-6"
"1550","-11.8","-13","-9"
"1551","-14.2","-19","-10"
"1552","-13.2","-15","-10"
"1553","-12.4","-15","-8"
"1554","-12.4","-16","-10"
"1555","-13","-19","-9"
"1556","-12","-17","-8"
"1557","-12.8","-16","-9"
"1558","-12.6","-14","-10"
"1559","-11.6","-15","-8"
"1560","-12.6","-15","-10"
"1561","-11.8","-13","-11"
"1562","-12","-15","-9"
"1563","-11.2","-13","-8"
"1564","-12.8","-15","-10"
"1565","-11","-14","-8"
"1566","-14.2","-18","-11"
"1567","-12.8","-17","-9"
"1568","-13.2","-18","-11"
"1569","-13.4","-16","-9"
"1570","-14.2","-17","-9"
"1571","-13","-17","-9"
"1572","-14.2","-16","-10"
"1573","-12.8","-16","-11"
"1574","-10","-12","-8"
"1575","-12","-13","-11"
"1576","-15.4","-19","-13"
"1577","-12.4","-17","-9"
"1578","-11.6","-17","-7"
"1579","-12.2","-15","-10"
"1580","-15.2","-19","-12"
"1581","-10.6","-14","-6"
"1582","-13.4","-17","-9"
"1583","-11.2","-15","-8"
"1584","-10","-13","-7"
"1585","-15.8","-18","-14"
"1586","-12.2","-15","-9"
"1587","-13.6","-16","-11"
"1588","-11.2","-17","-9"
"1589","-13","-17","-9"
"1590","-11.8","-15","-6"
"1591","-14.6","-19","-7"
"1592","-11.2","-13","-9"
"1593","-11.8","-14","-10"
"1594","-13.8","-19","-9"
"1595","-11","-16","-6"
"1596","-13.8","-16","-11"
"1597","-11.8","-14","-11"
"1598","-14","-17","-11"
"1599","-11.2","-18","-6"
"1600","-11.8","-17","-10"
"1601","-11.2","-15","-8"
"1602","-10.4","-14","-8"
"1603","-9.8","-14","-6"
"1604","-11","-13","-8"
"1605","-13.4","-19","-10"
"1606","-12.4","-16","-9"
"1607","-13.6","-18","-5"
"1608","-11.6","-13","-9"
"1609","-13.2","-16","-9"
"1610","-14","-18","-7"
"1611","-12.6","-15","-10"
"1612","-11.8","-16","-9"
"1613","-12.2","-15","-8"
"1614","-13.6","-16","-10"
"1615","-11.8","-16","-9"
"1616","-12.8","-16","-11"
"1617","-12.8","-16","-8"
"1618","-12.2","-14","-10"
"1619","-13.8","-19","-7"
"1620","-11.2","-14","-9"
"1621","-11","-14","-7"
"1622","-12.8","-16","-9"
"1623","-12.6","-16","-10"
"1624","-10.6","-14","-9"
"1625","-13.8","-16","-13"
"1626","-12","-15","-8"
"1627","-12.4","-19","-9"
"1628","-10.6","-13","-6"
"1629","-10","-13","-6"
"1630","-12.4","-16","-8"
"1631","-11.2","-16","-5"
"1632","-14","-16","-9"
"1633","-13.8","-17","-11"
"1634","-12.4","-17","-8"
"1635","-13.4","-17","-10"
"1636","-12.8","-17","-9"
"1637","-13.8","-16","-9"
"1638","-11","-16","-5"
"1639","-12.4","-17","-9"
"1640","-12.2","-14","-10"
"1641","-13","-16","-12"
"1642","-11.8","-16","-9"
"1643","-14.4","-17","-13"
"1644","-13.8","-18","-10"
"1645","-14","-17","-10"
"1646","-12.6","-17","-8"
"1647","-14.8","-17","-13"
"1648","-13.4","-15","-12"
"1649","-9.4","-12","-8"
"1650","-12.4","-15","-10"
"1651","-11.8","-15","-7"
"1652","-11.2","-14","-9"
"1653","-13.4","-16","-11"
"1654","-11.4","-16","-6"
"1655","-14","-21","-8"
"1656","-12.4","-15","-10"
"1657","-12.2","-19","-9"
"1658","-10.8","-15","-8"
"1659","-13.6","-16","-10"
"1660","-13.2","-17","-8"
"1661","-13.2","-15","-11"
"1662","-13","-16","-9"
"1663","-12.6","-18","-10"
"1664","-14.6","-16","-13"
"1665","-12.2","-13","-11"
"1666","-13.8","-16","-11"
"1667","-12.2","-14","-11"
"1668","-10.2","-14","-6"
"1669","-13.2","-19","-5"
"1670","-14","-17","-12"
"1671","-11.6","-16","-7"
"1672","-12.8","-16","-10"
"1673","-11.6","-16","-7"
"1674","-13","-16","-11"
"1675","-11.8","-16","-9"
"1676","-12","-15","-7"
"1677","-13","-15","-9"
"1678","-12.6","-17","-9"
"1679","-11.6","-14","-11"
"1680","-12","-15","-10"
"1681","-10.8","-13","-9"
"1682","-10.2","-11","-9"
"1683","-12.2","-15","-8"
"1684","-14.6","-18","-13"
"1685","-13","-15","-9"
"1686","-12","-15","-10"
"1687","-12.4","-17","-6"
"1688","-12.8","-16","-10"
"1689","-12.6","-16","-10"
"1690","-12.4","-15","-9"
"1691","-12","-18","-8"
"1692","-11.6","-15","-9"
"1693","-14.2","-20","-12"
"1694","-13.4","-16","-11"
"1695","-12.8","-21","-9"
"1696","-14","-17","-9"
"1697","-12","-16","-7"
"1698","-12","-14","-10"
"1699","-12.4","-17","-9"
"1700","-13.6","-15","-11"
"1701","-12.4","-14","-10"
"1702","-12.4","-17","-10"
"1703","-12.4","-17","-6"
"1704","-13.2","-19","-8"
"1705","-13.6","-17","-9"
"1706","-12.6","-15","-9"
"1707","-10.2","-13","-9"
"1708","-14.2","-17","-11"
"1709","-12.8","-16","-9"
"1710","-11.6","-17","-5"
"1711","-16.4","-18","-12"
"1712","-10.4","-16","-5"
"1713","-12.2","-17","-10"
"1714","-12.8","-17","-7"
"1715","-13.4","-15","-12"
"1716","-11.8","-15","-8"
"1717","-12.2","-15","-10"
"1718","-12","-17","-9"
"1719","-15","-16","-14"
"1720","-12.4","-16","-9"
"1721","-14.2","-16","-12"
"1722","-10.8","-17","-6"
"1723","-14","-15","-13"
"1724","-12.8","-17","-8"
"1725","-11.8","-15","-10"
"1726","-14.2","-18","-10"
"1727","-12.8","-16","-11"
"1728","-15.2","-17","-14"
"1729","-14.6","-18","-12"
"1730","-14.6","-17","-13"
"1731","-11.2","-16","-6"
"1732","-13.6","-16","-11"
"1733","-12.4","-16","-8"
"1734","-12","-16","-8"
"1735","-11.8","-15","-9"
"1736","-12.8","-17","-5"
"1737","-11.4","-13","-10"
"1738","-14.8","-19","-10"
"1739","-12.2","-16","-10"
"1740","-13.6","-17","-11"
"1741","-13","-16","-11"
"1742","-11.6","-16","-9"
"1743","-11.8","-18","-10"
"1744","-13.2","-17","-10"
"1745","-11","-15","-8"
"1746","-12.6","-15","-10"
"1747","-13.8","-17","-11"
"1748","-12","-15","-8"
"1749","-12.4","-19","-9"
"1750","-15.8","-19","-13"
"1751","-13.2","-16","-10"
"1752","-12.8","-15","-11"
"1753","-13.4","-19","-10"
"1754","-13","-17","-10"
"1755","-13.6","-17","-10"
"1756","-12.4","-15","-11"
"1757","-12.6","-15","-8"
"1758","-14.2","-18","-12"
"1759","-15.4","-17","-12"
"1760","-13.2","-17","-10"
"1761","-13","-17","-11"
"1762","-12.8","-16","-9"
"1763","-13","-17","-11"
"1764","-12.8","-16","-9"
"1765","-11","-15","-6"
"1766","-10.4","-18","-5"
"1767","-11.4","-15","-6"
"1768","-10.4","-14","-6"
"1769","-12.2","-15","-8"
"1770","-11.6","-15","-8"
"1771","-12","-14","-10"
"1772","-14","-17","-11"
"1773","-14.4","-16","-12"
"1774","-15","-16","-13"
"1775","-13","-15","-9"
"1776","-12.2","-13","-11"
"1777","-14","-17","-12"
"1778","-14","-18","-10"
"1779","-10.4","-15","-6"
"1780","-10","-12","-8"
"1781","-11.6","-16","-9"
"1782","-12.8","-18","-8"
"1783","-11.6","-14","-10"
"1784","-12.4","-16","-8"
"1785","-12.8","-15","-12"
"1786","-11.6","-14","-9"
"1787","-12.4","-16","-7"
"1788","-13","-17","-10"
"1789","-13.2","-14","-12"
"1790","-11.8","-15","-6"
"1791","-13.2","-16","-11"
"1792","-11.4","-16","-7"
"1793","-11.8","-15","-10"
"1794","-14.2","-16","-13"
"1795","-13.2","-16","-11"
"1796","-14.8","-17","-13"
"1797","-15","-19","-11"
"1798","-14.4","-17","-13"
"1799","-13.6","-16","-11"
"1800","-10.6","-15","-6"
"1801","-12.8","-16","-9"
"1802","-12.2","-16","-9"
"1803","-12.6","-16","-11"
"1804","-11","-17","-5"
"1805","-12","-16","-7"
"1806","-13","-16","-9"
"1807","-12.2","-17","-9"
"1808","-12.2","-15","-8"
"1809","-14.4","-18","-10"
"1810","-13.8","-18","-10"
"1811","-12.2","-13","-10"
"1812","-13.2","-16","-12"
"1813","-13.4","-16","-11"
"1814","-13.6","-18","-9"
"1815","-14.4","-17","-11"
"1816","-13.2","-16","-12"
"1817","-12.8","-14","-11"
"1818","-12.4","-15","-10"
"1819","-12","-15","-9"
"1820","-11.6","-15","-10"
"1821","-11.8","-15","-9"
"1822","-13.4","-15","-11"
"1823","-13.2","-17","-11"
"1824","-11.8","-15","-7"
"1825","-14.4","-17","-12"
"1826","-13.6","-15","-11"
"1827","-11.8","-14","-10"
"1828","-14","-15","-13"
"1829","-12.6","-16","-10"
"1830","-11","-15","-6"
"1831","-13","-18","-7"
"1832","-12","-16","-8"
"1833","-11.8","-15","-10"
"1834","-12.2","-14","-11"
"1835","-14","-15","-13"
"1836","-15.4","-19","-13"
"1837","-13.6","-17","-10"
"1838","-13.2","-16","-10"
"1839","-12.8","-15","-9"
"1840","-12.4","-17","-9"
"1841","-13.4","-17","-8"
"1842","-13","-17","-10"
"1843","-12.8","-15","-11"
"1844","-14","-19","-12"
"1845","-12.4","-18","-8"
"1846","-12.4","-16","-9"
"1847","-12.8","-14","-9"
"1848","-11.8","-15","-9"
"1849","-13.8","-15","-13"
"1850","-12.8","-16","-8"
"1851","-12.6","-15","-10"
"1852","-13","-17","-9"
"1853","-12.4","-15","-8"
"1854","-15.4","-17","-14"
"1855","-15.2","-18","-11"
"1856","-14","-18","-11"
"1857","-13.8","-17","-9"
"1858","-13.8","-18","-9"
"1859","-12.4","-14","-11"
"1860","-13.4","-17","-12"
"1861","-12.8","-16","-6"
"1862","-12.2","-15","-8"
"1863","-14.2","-19","-11"
"1864","-11.8","-16","-7"
"1865","-11.8","-15","-8"
"1866","-12","-16","-9"
"1867","-11.6","-13","-9"
"1868","-12","-14","-10"
"1869","-14.4","-19","-12"
"1870","-13.2","-16","-10"
"1871","-15","-18","-10"
"1872","-11.8","-16","-8"
"1873","-10.6","-18","-8"
"1874","-11.6","-16","-9"
"1875","-12.2","-16","-8"
"1876","-11.8","-14","-9"
"1877","-14","-21","-9"
"1878","-13.6","-19","-9"
"1879","-10.6","-15","-6"
"1880","-14","-17","-11"
"1881","-11","-15","-5"
"1882","-10.6","-16","-7"
"1883","-12.8","-19","-5"
"1884","-12.4","-16","-10"
"1885","-12.4","-15","-10"
"1886","-12.4","-16","-10"
"1887","-11.2","-14","-9"
"1888","-11.8","-15","-7"
"1889","-12.6","-15","-12"
"1890","-14.2","-15","-12"
"1891","-14.2","-17","-11"
"1892","-11.8","-16","-9"
"1893","-14.2","-16","-12"
"1894","-12.6","-17","-9"
"1895","-12.8","-16","-9"
"1896","-11.8","-15","-8"
"1897","-15","-18","-12"
"1898","-12.2","-14","-10"
"1899","-13.8","-19","-8"
"1900","-15","-18","-12"
"1901","-12.6","-18","-8"
"1902","-14","-19","-7"
"1903","-13.6","-20","-6"
"1904","-11.6","-14","-9"
"1905","-12.6","-16","-11"
"1906","-15","-18","-12"
"1907","-11.8","-16","-8"
"1908","-11.6","-16","-7"
"1909","-11.6","-16","-6"
"1910","-12.8","-17","-9"
"1911","-11.6","-16","-7"
"1912","-11.8","-14","-10"
"1913","-12","-16","-7"
"1914","-13.2","-18","-9"
"1915","-12.4","-19","-8"
"1916","-12.8","-15","-7"
"1917","-14","-17","-6"
"1918","-13.2","-14","-13"
"1919","-11.4","-13","-9"
"1920","-13","-16","-10"
"1921","-14.2","-17","-11"
"1922","-13.2","-16","-12"
"1923","-10.4","-15","-8"
"1924","-12.6","-15","-9"
"1925","-12.2","-14","-10"
"1926","-13.8","-16","-12"
"1927","-13.2","-18","-7"
"1928","-13","-17","-10"
"1929","-11","-14","-6"
"1930","-13.4","-16","-9"
"1931","-13.4","-16","-7"
"1932","-14.2","-17","-9"
"1933","-13.4","-15","-11"
"1934","-12","-16","-5"
"1935","-13.2","-16","-10"
"1936","-11.6","-13","-10"
"1937","-12.6","-14","-11"
"1938","-12","-14","-8"
"1939","-10.8","-15","-7"
"1940","-14.6","-16","-13"
"1941","-12","-16","-9"
"1942","-11.6","-15","-8"
"1943","-11.2","-13","-9"
"1944","-13.8","-15","-12"
"1945","-12","-14","-9"
"1946","-13.2","-16","-8"
"1947","-13.2","-16","-10"
"1948","-11.8","-15","-8"
"1949","-12.8","-15","-10"
"1950","-12.2","-16","-9"
"1951","-13","-17","-9"
"1952","-12.6","-17","-9"
"1953","-14","-18","-8"
"1954","-14","-17","-11"
"1955","-14.6","-16","-12"
"1956","-11.8","-14","-8"
"1957","-15","-18","-12"
"1958","-14.2","-17","-9"
"1959","-12.6","-17","-9"
"1960","-14.6","-17","-12"
"1961","-11.6","-16","-8"
"1962","-12.2","-15","-7"
"1963","-12.8","-15","-11"
"1964","-11.2","-13","-10"
"1965","-16","-17","-14"
"1966","-14","-17","-12"
"1967","-13.2","-18","-9"
"1968","-15.2","-18","-11"
"1969","-15.2","-20","-13"
"1970","-14.4","-18","-11"
"1971","-12.4","-16","-8"
"1972","-14","-15","-13"
"1973","-12","-15","-9"
"1974","-11","-16","-8"
"1975","-12.2","-17","-7"
"1976","-13.2","-16","-11"
"1977","-12.2","-16","-9"
"1978","-11.8","-18","-7"
"1979","-11.8","-14","-9"
"1980","-12.6","-15","-9"
"1981","-14","-17","-11"
"1982","-14.2","-19","-9"
"1983","-12","-14","-10"
"1984","-12.4","-15","-10"
"1985","-11.2","-17","-8"
"1986","-11.8","-16","-6"
"1987","-12.8","-16","-9"
"1988","-13","-17","-8"
"1989","-14","-21","-8"
"1990","-13.6","-17","-8"
"1991","-12","-14","-10"
"1992","-11.8","-17","-8"
"1993","-13.2","-16","-10"
"1994","-9.4","-13","-6"
"1995","-13","-17","-10"
"1996","-13.2","-16","-9"
"1997","-14.4","-16","-12"
"1998","-12","-15","-10"
"1999","-13.2","-16","-9"
"2000","-12.2","-16","-9"